ID,URL,Title,duration,status,Audio Path,audio_exists,audio_size,audio_status
jYW09ofcmkw,https://www.youtube.com/watch?v=jYW09ofcmkw,Le Journal en AÏZO - Eden TV – 12 Septembre 2024 par Martin KOUDENOUKPO,13.77,success,Audios/jYW09ofcmkw.mp3,True,13211827,ok
8VtpUMTYRG4,https://www.youtube.com/watch?v=8VtpUMTYRG4,Le Journal en FON - Eden TV – 13 Septembre 2024 par Gildas HONFO,14.47,success,Audios/8VtpUMTYRG4.mp3,True,13886831,ok
XOpz4fgYZjs,https://www.youtube.com/watch?v=XOpz4fgYZjs,Le Journal en FON - Eden TV – 16 Septembre 2024 par Espoir HOUNMABOU,14.3,success,Audios/XOpz4fgYZjs.mp3,True,13719648,ok
Y9PgkGMBWVc,https://www.youtube.com/watch?v=Y9PgkGMBWVc,Le Journal en AÏZO - Eden TV – 17 Septembre 2024 par Martin KOUDENOUKPO,16.05,success,Audios/Y9PgkGMBWVc.mp3,True,15404441,ok
0a3tdgT2IzY,https://www.youtube.com/watch?v=0a3tdgT2IzY,Le Journal en FON - Eden TV – 18 Septembre 2024 par Espoir HOUNMABOU,13.42,success,Audios/0a3tdgT2IzY.mp3,True,12877042,ok
vy2af-56tMc,https://www.youtube.com/watch?v=vy2af-56tMc,Le Journal en AÏZO - Eden TV – 19 Septembre 2024 par Martin KOUDENOUKPO,17.33,success,Audios/vy2af-56tMc.mp3,True,16625300,ok
gVA2AmGokwY,https://www.youtube.com/watch?v=gVA2AmGokwY,Le Journal en FON - Eden TV – 20 Septembre 2024 par Espoir HOUNMABOU,15.22,success,Audios/gVA2AmGokwY.mp3,True,14596526,ok
A2WVdr9HDYQ,https://www.youtube.com/watch?v=A2WVdr9HDYQ,Le Journal en FON - Eden TV – 23 Septembre 2024 par Gildas HONFO,16.55,success,Audios/A2WVdr9HDYQ.mp3,True,15873391,ok
xtiRIZj9W40,https://www.youtube.com/watch?v=xtiRIZj9W40,Le Journal en AÏZO - Eden TV – 24 Septembre 2024 par Martin KOUDENOUKPO,17.55,success,Audios/xtiRIZj9W40.mp3,True,16837623,ok
RJcCzBV4gkE,https://www.youtube.com/watch?v=RJcCzBV4gkE,Le Journal en AÏZO - Eden TV – 26 Septembre 2024 par Martin KOUDENOUKPO,15.12,success,Audios/RJcCzBV4gkE.mp3,True,14512098,ok
1XYd9APsPYM,https://www.youtube.com/watch?v=1XYd9APsPYM,Le Journal en FON - Eden TV – 27 Septembre 2024 par Espoir HOUNMABOU,15.97,success,Audios/1XYd9APsPYM.mp3,True,15321267,ok
3K1-mYoXJUE,https://www.youtube.com/watch?v=3K1-mYoXJUE,Le Journal en FON - Eden TV – 30 Septembre 2024 par Espoir HOUNMABOU,15.4,success,Audios/3K1-mYoXJUE.mp3,True,14782518,ok
r89FCzObjgY,https://www.youtube.com/watch?v=r89FCzObjgY,Le Journal en AÏZO - Eden TV – 01 Octobre 2024 par Martin KOUDENOUKPO,16.37,success,Audios/r89FCzObjgY.mp3,True,15702446,ok
-iOIib2CIWo,https://www.youtube.com/watch?v=-iOIib2CIWo,Le Journal en FON - Eden TV – 02 Octobre 2024 par Gildas HONFO,16.57,success,Audios/-iOIib2CIWo.mp3,True,15893035,ok
uW5-JZ7eQ8U,https://www.youtube.com/watch?v=uW5-JZ7eQ8U,Le Journal en AÏZO - Eden TV – 03 Octobre 2024 par Martin KOUDENOUKPO,17.47,success,Audios/uW5-JZ7eQ8U.mp3,True,16754867,ok
piH70RGYkwU,https://www.youtube.com/watch?v=piH70RGYkwU,Le Journal en FON - Eden TV – 04 Octobre 2024 par Gildas HONFO,17.92,success,Audios/piH70RGYkwU.mp3,True,17196650,ok
W8fXYFhKdUo,https://www.youtube.com/watch?v=W8fXYFhKdUo,Le Journal en FON - Eden TV – 07 Octobre 2024 par Gildas HONFO,15.57,success,Audios/W8fXYFhKdUo.mp3,True,14942596,ok
ykUHEFZ1emA,https://www.youtube.com/watch?v=ykUHEFZ1emA,Le Journal en AÏZO - Eden TV – 08 Octobre 2024 par Martin KOUDENOUKPO,17.17,success,Audios/ykUHEFZ1emA.mp3,True,16473163,ok
uvgsnnyBJx0,https://www.youtube.com/watch?v=uvgsnnyBJx0,Le Journal en FON - Eden TV – 09 Octobre 2024 par Espoir HOUNMABOU,15.28,success,Audios/uvgsnnyBJx0.mp3,True,14668415,ok
qVZjFSu6FhE,https://www.youtube.com/watch?v=qVZjFSu6FhE,Le Journal en AÏZO - Eden TV – 10 Octobre 2024 par Martin KOUDENOUKPO,15.92,success,Audios/qVZjFSu6FhE.mp3,True,15275710,ok
NNfsUti5-g4,https://www.youtube.com/watch?v=NNfsUti5-g4,Le Journal en FON - Eden TV – 11 Octobre 2024 par Gildas HONFO,14.32,success,Audios/NNfsUti5-g4.mp3,True,13736366,ok
jJT3WkYqfsI,https://www.youtube.com/watch?v=jJT3WkYqfsI,Le Journal en FON - Eden TV – 14 Octobre 2024 par Gildas HONFO,15.35,success,Audios/jJT3WkYqfsI.mp3,True,14735707,ok
Javk-uCkwAQ,https://www.youtube.com/watch?v=Javk-uCkwAQ,Le Journal en FON - Eden TV – 16 Octobre 2024 par Espoir HOUNMABOU,17.43,success,Audios/Javk-uCkwAQ.mp3,True,16721013,ok
aBusRfEOhFc,https://www.youtube.com/watch?v=aBusRfEOhFc,Le Journal en FON - Eden TV – 18 Octobre 2024 par Gildas HONFO,14.08,success,Audios/aBusRfEOhFc.mp3,True,13514012,ok
LRtatf4J3SE,https://www.youtube.com/watch?v=LRtatf4J3SE,Le Journal en FON - Eden TV – 21 Octobre 2024 par Gildas HONFO,15.72,success,Audios/LRtatf4J3SE.mp3,True,15084284,ok
IYAhtFCGr4U,https://www.youtube.com/watch?v=IYAhtFCGr4U,Le Journal en AÏZO - Eden TV – 22 Octobre 2024 par Martin KOUDENOUKPO,14.98,success,Audios/IYAhtFCGr4U.mp3,True,14372082,ok
F1cL3vrO26A,https://www.youtube.com/watch?v=F1cL3vrO26A,Le Journal en FON - Eden TV – 23 Octobre 2024 par Gildas HONFO,12.38,success,Audios/F1cL3vrO26A.mp3,True,11875612,ok
zUwEXDHjgNM,https://www.youtube.com/watch?v=zUwEXDHjgNM,Le Journal en AÏZO - Eden TV – 24 Octobre 2024 par Martin KOUDENOUKPO,16.5,success,Audios/zUwEXDHjgNM.mp3,True,15832013,ok
f0lSka9JmKM,https://www.youtube.com/watch?v=f0lSka9JmKM,Le Journal en FON - Eden TV – 25 Octobre 2024 par Gildas HONFO,13.42,success,Audios/f0lSka9JmKM.mp3,True,12875788,ok
J2m0MFeQF44,https://www.youtube.com/watch?v=J2m0MFeQF44,Le Journal en FON - Eden TV – 28 Octobre 2024 par Gildas HONFO,17.7,success,Audios/J2m0MFeQF44.mp3,True,16986417,ok
w1qoTjfJ4zs,https://www.youtube.com/watch?v=w1qoTjfJ4zs,Le Journal en AÏZO - Eden TV – 29 Octobre 2024 par Martin KOUDENOUKPO,17.35,success,Audios/w1qoTjfJ4zs.mp3,True,16641182,ok
ShpZSJ-tOy4,https://www.youtube.com/watch?v=ShpZSJ-tOy4,Le Journal en FON - Eden TV – 30 Octobre 2024 par Gildas HONFO,14.93,success,Audios/ShpZSJ-tOy4.mp3,True,14328196,ok
wvbyR24UMmE,https://www.youtube.com/watch?v=wvbyR24UMmE,Le Journal en AÏZO - Eden TV – 31 Octobre 2024 par Martin KOUDENOUKPO,15.25,success,Audios/wvbyR24UMmE.mp3,True,14626201,ok
zq6G_QGgtjg,https://www.youtube.com/watch?v=zq6G_QGgtjg,Le Journal en FON - Eden TV – 04 Novembre 2024 par Gildas HONFO,14.92,success,Audios/zq6G_QGgtjg.mp3,True,14308134,ok
ek8wMxHhiEU,https://www.youtube.com/watch?v=ek8wMxHhiEU,Le Journal en AÏZO - Eden TV – 05 Novembre 2024 par Martin KOUDENOUKPO,18.92,success,Audios/ek8wMxHhiEU.mp3,True,18150851,ok
b1rj5uy8bEQ,https://www.youtube.com/watch?v=b1rj5uy8bEQ,Le Journal en AÏZO - Eden TV – 07 Novembre 2024 par Martin KOUDENOUKPO,15.53,success,Audios/b1rj5uy8bEQ.mp3,True,14911667,ok
KIw2kQzQAlk,https://www.youtube.com/watch?v=KIw2kQzQAlk,Le Journal en FON - Eden TV – 08 Novembre 2024 par Gildas HONFO,16.48,success,Audios/KIw2kQzQAlk.mp3,True,15818639,ok
bO8HstTeCpg,https://www.youtube.com/watch?v=bO8HstTeCpg,Le Journal en AÏZO - Eden TV – 12 Novembre 2024 par Martin KOUDENOUKPO,16.88,success,Audios/bO8HstTeCpg.mp3,True,16203579,ok
I_gS8vc3Fho,https://www.youtube.com/watch?v=I_gS8vc3Fho,Le Journal en FON - Eden TV – 13 Novembre 2024 par Gildas HONFO,14.68,success,Audios/I_gS8vc3Fho.mp3,True,14089542,ok
zA7swXtOKaI,https://www.youtube.com/watch?v=zA7swXtOKaI,Le Journal en AÏZO - Eden TV – 14 Novembre 2024 par Martin KOUDENOUKPO,15.43,success,Audios/zA7swXtOKaI.mp3,True,14806342,ok
e5euv9irgZw,https://www.youtube.com/watch?v=e5euv9irgZw,Le Journal en FON - Eden TV – 15 Novembre 2024 par Gildas HONFO,12.77,success,Audios/e5euv9irgZw.mp3,True,12255537,ok
umYhDTA5AC0,https://www.youtube.com/watch?v=umYhDTA5AC0,Le Journal en FON - Eden TV – 18 Novembre 2024 par Gildas HONFO,11.62,success,Audios/umYhDTA5AC0.mp3,True,11141675,ok
DOW3X8V9hsE,https://www.youtube.com/watch?v=DOW3X8V9hsE,Le Journal en AÏZO - Eden TV – 19 Novembre 2024 par Martin KOUDENOUKPO,14.28,success,Audios/DOW3X8V9hsE.mp3,True,13701675,ok
3Wuhdn-PUm4,https://www.youtube.com/watch?v=3Wuhdn-PUm4,Le Journal en FON - Eden TV – 20 Novembre 2024 par Gildas HONFO,13.67,success,Audios/3Wuhdn-PUm4.mp3,True,13109427,ok
lGBXtlNnFjw,https://www.youtube.com/watch?v=lGBXtlNnFjw,Le Journal en AÏZO - Eden TV – 21 Novembre 2024 par Martin KOUDENOUKPO,15.02,success,Audios/lGBXtlNnFjw.mp3,True,14414714,ok
vpYOl3kNnzw,https://www.youtube.com/watch?v=vpYOl3kNnzw,Le Journal en FON - Eden TV – 22 Novembre 2024 par Gildas HONFO,11.62,success,Audios/vpYOl3kNnzw.mp3,True,11140422,ok
VeGt0eDxsto,https://www.youtube.com/watch?v=VeGt0eDxsto,Le Journal en FON - Eden TV – 25 Novembre 2024 par Espoir HOUNMABOU,13.98,success,Audios/VeGt0eDxsto.mp3,True,13422061,ok
ZmMZZnAGfz4,https://www.youtube.com/watch?v=ZmMZZnAGfz4,Le Journal en AÏZO - Eden TV – 26 Novembre 2024 par Martin KOUDENOUKPO,14.93,success,Audios/ZmMZZnAGfz4.mp3,True,14333212,ok
KQbahgN---4,https://www.youtube.com/watch?v=KQbahgN---4,Le Journal en FON - Eden TV – 27 Novembre 2024 par Espoir HOUNMABOU,15.53,success,Audios/KQbahgN---4.mp3,True,14900800,ok
8zeKgwkRLp8,https://www.youtube.com/watch?v=8zeKgwkRLp8,Le Journal en AÏZO - Eden TV – 28 Novembre 2024 par Martin KOUDENOUKPO,16.53,success,Audios/8zeKgwkRLp8.mp3,True,15859181,ok
dfDtdUNFO-U,https://www.youtube.com/watch?v=dfDtdUNFO-U,Le Journal en FON - Eden TV – 29 Novembre 2024 par Espoir HOUNMABOU,14.2,success,Audios/dfDtdUNFO-U.mp3,True,13627279,ok
BfjxS7PT_Y0,https://www.youtube.com/watch?v=BfjxS7PT_Y0,Le Journal en FON - Eden TV – 02 Décembre 2024 par Espoir HOUNMABOU,13.53,success,Audios/BfjxS7PT_Y0.mp3,True,12992817,ok
9fTD9uCRJNw,https://www.youtube.com/watch?v=9fTD9uCRJNw,Le Journal en AÏZO - Eden TV – 03 Décembre 2024 par Martin KOUDENOUKPO,16.83,success,Audios/9fTD9uCRJNw.mp3,True,16149662,ok
cGDOBmptZQU,https://www.youtube.com/watch?v=cGDOBmptZQU,Le Journal en FON - Eden TV – 04 Décembre 2024 par Espoir HOUNMABOU,15.05,success,Audios/cGDOBmptZQU.mp3,True,14438538,ok
LmdJZk5GJQg,https://www.youtube.com/watch?v=LmdJZk5GJQg,Le Journal en AÏZO - Eden TV – 05 Décembre 2024 par Martin KOUDENOUKPO,15.63,success,Audios/LmdJZk5GJQg.mp3,True,15003618,ok
4v_YnS9FTIE,https://www.youtube.com/watch?v=4v_YnS9FTIE,Le Journal en FON - Eden TV – 06 Décembre 2024 par Gildas HONFO,14.93,success,Audios/4v_YnS9FTIE.mp3,True,14335302,ok
ceoCPMwUuTQ,https://www.youtube.com/watch?v=ceoCPMwUuTQ,Le Journal en FON - Eden TV – 09 Décembre 2024 par Espoir HOUNMABOU,15.17,success,Audios/ceoCPMwUuTQ.mp3,True,14551804,ok
hOLnMVwvER0,https://www.youtube.com/watch?v=hOLnMVwvER0,Le Journal en AÏZO - Eden TV – 10 Décembre 2024 par Martin KOUDENOUKPO,15.82,success,Audios/hOLnMVwvER0.mp3,True,15183341,ok
YDgd9KXSsOs,https://www.youtube.com/watch?v=YDgd9KXSsOs,Le Journal en FON - Eden TV – 11 Décembre 2024 par Gildas HONFO,14.62,success,Audios/YDgd9KXSsOs.mp3,True,14027266,ok
nwI_x8TLLSY,https://www.youtube.com/watch?v=nwI_x8TLLSY,Le Journal en FON - Eden TV – 13 Décembre 2024 par Espoir HOUNMABOU,17.23,success,Audios/nwI_x8TLLSY.mp3,True,16543798,ok
lJYnLmNhgeQ,https://www.youtube.com/watch?v=lJYnLmNhgeQ,Le Journal en AÏZO - Eden TV – 17 Décembre 2024 par Martin KOUDENOUKPO,18.42,success,Audios/lJYnLmNhgeQ.mp3,True,17678557,ok
o7fPz2KngA8,https://www.youtube.com/watch?v=o7fPz2KngA8,Le Journal en AÏZO - Eden TV – 19 Décembre 2024 par Martin KOUDENOUKPO,17.52,success,Audios/o7fPz2KngA8.mp3,True,16806694,ok
N6bSJJB-uRQ,https://www.youtube.com/watch?v=N6bSJJB-uRQ,Le Journal en FON - Eden TV – 20 Décembre 2024 par Gildas HONFO,12.83,success,Audios/N6bSJJB-uRQ.mp3,True,12309035,ok
KcqxXIqhfuQ,https://www.youtube.com/watch?v=KcqxXIqhfuQ,Le Journal en FON - Eden TV – 23 Décembre 2024 par Gildas HONFO,13.77,success,Audios/KcqxXIqhfuQ.mp3,True,13215589,ok
NRLl-OukEi8,https://www.youtube.com/watch?v=NRLl-OukEi8,Le Journal en AÏZO - Eden TV – 26 Décembre 2024 par Martin KOUDENOUKPO,16.3,success,Audios/NRLl-OukEi8.mp3,True,15634319,ok
YXp2bZTAZCY,https://www.youtube.com/watch?v=YXp2bZTAZCY,Le Journal en FON - Eden TV – 27 Décembre 2024 par Gildas HONFO,13.28,success,Audios/YXp2bZTAZCY.mp3,True,12742041,ok
Wfj8x5RB70U,https://www.youtube.com/watch?v=Wfj8x5RB70U,Le Journal en FON - Eden TV – 30 Décembre 2024 par Espoir HOUNMABOU,13.78,success,Audios/Wfj8x5RB70U.mp3,True,13222276,ok
rrLNBZtU5BE,https://www.youtube.com/watch?v=rrLNBZtU5BE,Le Journal en AÏZO - Eden TV – 31 Décembre 2024 par Martin KOUDENOUKPO,17.32,success,Audios/rrLNBZtU5BE.mp3,True,16611925,ok
hl8xBtuSeIM,https://www.youtube.com/watch?v=hl8xBtuSeIM,Le Journal en FON - Eden TV – 03 Janvier 2025 par Espoir HOUNMABOU,14.7,success,Audios/hl8xBtuSeIM.mp3,True,14114201,ok
7OYL2bA28MQ,https://www.youtube.com/watch?v=7OYL2bA28MQ,Le Journal en FON - Eden TV – 06 Janvier 2025 par Espoir HOUNMABOU,14.48,success,Audios/7OYL2bA28MQ.mp3,True,13893937,ok
vFc-5jUdCqY,https://www.youtube.com/watch?v=vFc-5jUdCqY,Le Journal en AÏZO - Eden TV – 07 Janvier 2025 par Martin KOUDENOUKPO,14.2,success,Audios/vFc-5jUdCqY.mp3,True,13623517,ok
JgxpP-WSK2A,https://www.youtube.com/watch?v=JgxpP-WSK2A,Le Journal en FON - Eden TV – 08 Janvier 2025 par Espoir HOUNMABOU,13.2,success,Audios/JgxpP-WSK2A.mp3,True,12671824,ok
pmq7jntEcS4,https://www.youtube.com/watch?v=pmq7jntEcS4,Le Journal en FON - Eden TV – 13 Janvier 2025 par Espoir HOUNMABOU,14.93,success,Audios/pmq7jntEcS4.mp3,True,14333212,ok
FKgHWCB10yY,https://www.youtube.com/watch?v=FKgHWCB10yY,Le Journal en AÏZO - Eden TV – 14 Janvier 2025 par Martin KOUDENOUKPO,15.08,success,Audios/FKgHWCB10yY.mp3,True,14471974,ok
Ewj8I3-aBww,https://www.youtube.com/watch?v=Ewj8I3-aBww,Le Journal en FON - Eden TV – 15 Janvier 2025 par Gildas HONFO,13.57,success,Audios/Ewj8I3-aBww.mp3,True,13020402,ok
aMu3ZpWj3Lc,https://www.youtube.com/watch?v=aMu3ZpWj3Lc,Le Journal en AÏZO - Eden TV – 16 Janvier 2025 par Martin KOUDENOUKPO,15.0,success,Audios/aMu3ZpWj3Lc.mp3,True,14388382,ok
wznFDhFKAkM,https://www.youtube.com/watch?v=wznFDhFKAkM,Le Journal en FON - Eden TV – 17 Janvier 2025 par Espoir HOUNMABOU,16.08,success,Audios/wznFDhFKAkM.mp3,True,15438714,ok
G-PeT-3Cw6Y,https://www.youtube.com/watch?v=G-PeT-3Cw6Y,Le Journal en FON - Eden TV – 20 Janvier 2025 par Espoir HOUNMABOU,15.18,success,Audios/G-PeT-3Cw6Y.mp3,True,14567269,ok
6Y1CNB7gZXk,https://www.youtube.com/watch?v=6Y1CNB7gZXk,Le Journal en FON - Eden TV – 22 Janvier 2025 par Espoir HOUNMABOU,16.43,success,Audios/6Y1CNB7gZXk.mp3,True,15773917,ok
HdBGK8E-UpQ,https://www.youtube.com/watch?v=HdBGK8E-UpQ,Le Journal en AÏZO - Eden TV – 23 Janvier 2025 par Martin KOUDENOUKPO,15.97,success,Audios/HdBGK8E-UpQ.mp3,True,15324611,ok
EzcI5FpvDjU,https://www.youtube.com/watch?v=EzcI5FpvDjU,Le Journal en FON - Eden TV – 27 Janvier 2025 par Espoir HOUNMABOU,16.52,success,Audios/EzcI5FpvDjU.mp3,True,15858763,ok
ya1yYgRVPuM,https://www.youtube.com/watch?v=ya1yYgRVPuM,Le Journal en AÏZO - Eden TV – 28 Janvier 2025 par Martin KOUDENOUKPO,15.63,success,Audios/ya1yYgRVPuM.mp3,True,15001111,ok
N3sYUHPuz8g,https://www.youtube.com/watch?v=N3sYUHPuz8g,Le Journal en FON - Eden TV – 29 Janvier 2025 par Espoir HOUNMABOU,14.9,success,Audios/N3sYUHPuz8g.mp3,True,14296013,ok
gaHM50o3VE8,https://www.youtube.com/watch?v=gaHM50o3VE8,Le Journal en AÏZO - Eden TV – 30 Janvier 2025 par Martin KOUDENOUKPO,18.92,success,Audios/gaHM50o3VE8.mp3,True,18161300,ok
OSS0xBGXheY,https://www.youtube.com/watch?v=OSS0xBGXheY,Le Journal en FON - Eden TV – 31 Janvier 2025 par Gildas HONFO,13.03,success,Audios/OSS0xBGXheY.mp3,True,12504640,ok
fS9-wBwvPaA,https://www.youtube.com/watch?v=fS9-wBwvPaA,Le Journal en FON - Eden TV – 03 Février 2025 par Espoir HOUNMABOU,16.3,success,Audios/fS9-wBwvPaA.mp3,True,15641842,ok
kPpB_pqFKaA,https://www.youtube.com/watch?v=kPpB_pqFKaA,Le Journal en FON - Eden TV – 05 Février 2025 par Gildas HONFO,11.42,success,Audios/kPpB_pqFKaA.mp3,True,10959863,ok
pHKFObxJLQM,https://www.youtube.com/watch?v=pHKFObxJLQM,Le Journal en FON - Eden TV – 07 Février 2025 par Espoir HOUNMABOU,13.18,success,Audios/pHKFObxJLQM.mp3,True,12643403,ok
EiK4jkgFn20,https://www.youtube.com/watch?v=EiK4jkgFn20,Le Journal en FON - Eden TV – 10 Février 2025 par Espoir HOUNMABOU,15.38,success,Audios/EiK4jkgFn20.mp3,True,14762874,ok
IHk54u-Mm4s,https://www.youtube.com/watch?v=IHk54u-Mm4s,Le Journal en FON - Eden TV – 12 Février 2025 par Espoir HOUNMABOU,15.48,success,Audios/IHk54u-Mm4s.mp3,True,14866528,ok
j4Ffv9pFngs,https://www.youtube.com/watch?v=j4Ffv9pFngs,Le Journal en FON - Eden TV – 14 Février 2025 par Espoir HOUNMABOU,16.82,success,Audios/j4Ffv9pFngs.mp3,True,16140467,ok
xJeMr1sq0FU,https://www.youtube.com/watch?v=xJeMr1sq0FU,Le Journal en FON - Eden TV – 17 Février 2025 par Espoir HOUNMABOU,16.82,success,Audios/xJeMr1sq0FU.mp3,True,16141721,ok
CxjBykMlMXk,https://www.youtube.com/watch?v=CxjBykMlMXk,Le Journal en FON - Eden TV – 19 Février 2025 par Espoir HOUNMABOU,15.77,success,Audios/CxjBykMlMXk.mp3,True,15126080,ok
wDJnRHlHE-g,https://www.youtube.com/watch?v=wDJnRHlHE-g,Le Journal en FON - Eden TV – 21 Février 2025 par Gildas HONFO,15.55,success,Audios/wDJnRHlHE-g.mp3,True,14922534,ok
ZgFpMIrubec,https://www.youtube.com/watch?v=ZgFpMIrubec,Le Journal en FON - Eden TV – 24 Février 2025 par Gildas HONFO,13.77,success,Audios/ZgFpMIrubec.mp3,True,13211409,ok
CdxgpVKsQwo,https://www.youtube.com/watch?v=CdxgpVKsQwo,Le Journal en FON - Eden TV – 26 Février 2025 par Gildas HONFO,13.77,success,Audios/CdxgpVKsQwo.mp3,True,13206812,ok
qRJflJFaWSk,https://www.youtube.com/watch?v=qRJflJFaWSk,Le Journal en FON - Eden TV – 03 Mars 2025 par Espoir HOUNMABOU,15.23,success,Audios/qRJflJFaWSk.mp3,True,14625783,ok
ySWqbBPVQjE,https://www.youtube.com/watch?v=ySWqbBPVQjE,Le Journal en FON - Eden TV – 05 Mars 2025 par Espoir HOUNMABOU,13.37,success,Audios/ySWqbBPVQjE.mp3,True,12823961,ok
RbdwdZ9bs14,https://www.youtube.com/watch?v=RbdwdZ9bs14,Le Journal en FON - Eden TV – 07 Mars 2025 par Espoir HOUNMABOU,13.32,success,Audios/RbdwdZ9bs14.mp3,True,12775896,ok
guSjNTExWpg,https://www.youtube.com/watch?v=guSjNTExWpg,Le Journal en FON - Eden TV – 10 Mars 2025 par Espoir HOUNMABOU,11.18,success,Audios/guSjNTExWpg.mp3,True,10731658,ok
sNmChM8tUNU,https://www.youtube.com/watch?v=sNmChM8tUNU,Le Journal en AÏZO - Eden TV – 11 Mars 2025 par Martin KOUDENOUKPO,16.18,success,Audios/sNmChM8tUNU.mp3,True,15525649,ok
Y-uBVBJzEnY,https://www.youtube.com/watch?v=Y-uBVBJzEnY,Le Journal en FON - Eden TV – 12 Mars 2025 par Espoir HOUNMABOU,14.83,success,Audios/Y-uBVBJzEnY.mp3,True,14231230,ok
8vXmbnQQHjg,https://www.youtube.com/watch?v=8vXmbnQQHjg,Le Journal en AÏZO - Eden TV – 13 Mars 2025 par Martin KOUDENOUKPO,16.05,success,Audios/8vXmbnQQHjg.mp3,True,15402351,ok
h2yLm7w9xZg,https://www.youtube.com/watch?v=h2yLm7w9xZg,Le Journal en FON - Eden TV – 14 Mars 2025 par Espoir HOUNMABOU,14.75,success,Audios/h2yLm7w9xZg.mp3,True,14147638,ok
qKa73pZUnvA,https://www.youtube.com/watch?v=qKa73pZUnvA,Le Journal en FON - Eden TV – 17 Mars 2025 par Espoir HOUNMABOU,12.98,success,Audios/qKa73pZUnvA.mp3,True,12457829,ok
vMPTPVfrmcQ,https://www.youtube.com/watch?v=vMPTPVfrmcQ,Le Journal en AÏZO - Eden TV – 18 Mars 2025 par Martin KOUDENOUKPO,15.43,success,Audios/vMPTPVfrmcQ.mp3,True,14811775,ok
_Jw1j_V1fIE,https://www.youtube.com/watch?v=_Jw1j_V1fIE,Le Journal en FON - Eden TV – 19 Mars 2025 par Espoir HOUNMABOU,13.15,success,Audios/_Jw1j_V1fIE.mp3,True,12612892,ok
T6oVzX3HrIk,https://www.youtube.com/watch?v=T6oVzX3HrIk,Le Journal en AÏZO - Eden TV – 20 Mars 2025 par Martin KOUDENOUKPO,14.37,success,Audios/T6oVzX3HrIk.mp3,True,13784849,ok
klmn1wbnaFo,https://www.youtube.com/watch?v=klmn1wbnaFo,Le Journal en FON - Eden TV – 24 Mars 2025 par Gildas HONFO,17.23,success,Audios/klmn1wbnaFo.mp3,True,16541708,ok
cUc0Dg9rHQw,https://www.youtube.com/watch?v=cUc0Dg9rHQw,Le Journal en AÏZO - Eden TV – 25 Mars 2025 par Martin KOUDENOUKPO,17.3,success,Audios/cUc0Dg9rHQw.mp3,True,16597297,ok
8voR5y4YX0k,https://www.youtube.com/watch?v=8voR5y4YX0k,Le Journal en FON - Eden TV – 26 Mars 2025 par Espoir HOUNMABOU,14.65,success,Audios/8voR5y4YX0k.mp3,True,14066554,ok
PJYjbav1zgI,https://www.youtube.com/watch?v=PJYjbav1zgI,Le Journal en AÏZO - Eden TV – 27 Mars 2025 par Martin KOUDENOUKPO,16.73,success,Audios/PJYjbav1zgI.mp3,True,16061891,ok
qxLyRwubjcs,https://www.youtube.com/watch?v=qxLyRwubjcs,Le Journal en FON - Eden TV – 28 Mars 2025 par Gildas HONFO,15.83,success,Audios/qxLyRwubjcs.mp3,True,15188356,ok
bzcGWSbijpE,https://www.youtube.com/watch?v=bzcGWSbijpE,Le Journal en FON - Eden TV – 31 Mars 2025 par Gildas HONFO,14.03,success,Audios/bzcGWSbijpE.mp3,True,13475142,ok
bsbABG2VMzU,https://www.youtube.com/watch?v=bsbABG2VMzU,Le Journal en AÏZO - Eden TV – 1er Avril 2025 par Martin KOUDENOUKPO,13.28,success,Audios/bsbABG2VMzU.mp3,True,12744549,ok
H3MB8Gdu4KE,https://www.youtube.com/watch?v=H3MB8Gdu4KE,Le Journal en FON - Eden TV – 02 Avril 2025 par Espoir HOUNMABOU,16.5,success,Audios/H3MB8Gdu4KE.mp3,True,15839955,ok
9ww0cuQ935c,https://www.youtube.com/watch?v=9ww0cuQ935c,Le Journal en AÏZO - Eden TV – 03 Avril 2025 par Martin KOUDENOUKPO,12.95,success,Audios/9ww0cuQ935c.mp3,True,12423556,ok
-C_wYHAVKJg,https://www.youtube.com/watch?v=-C_wYHAVKJg,Le Journal en FON - Eden TV – 04 Avril 2025 par Espoir HOUNMABOU,14.92,success,Audios/-C_wYHAVKJg.mp3,True,14308134,ok
i3B86ApRcEQ,https://www.youtube.com/watch?v=i3B86ApRcEQ,Le Journal en FON - Eden TV – 07 Avril 2025 par Espoir HOUNMABOU,13.33,success,Audios/i3B86ApRcEQ.mp3,True,12788435,ok
yUiW50wyUQc,https://www.youtube.com/watch?v=yUiW50wyUQc,Le Journal en AÏZO - Eden TV – 08 Avril 2025 par Martin KOUDENOUKPO,13.93,success,Audios/yUiW50wyUQc.mp3,True,13368562,ok
dYWSivoOSoQ,https://www.youtube.com/watch?v=dYWSivoOSoQ,Le Journal en FON - Eden TV – 09 Avril 2025 par Espoir HOUNMABOU,14.88,success,Audios/dYWSivoOSoQ.mp3,True,14283475,ok
XlMOlDFvGRE,https://www.youtube.com/watch?v=XlMOlDFvGRE,Le Journal en AÏZO - Eden TV – 10 Avril 2025 par Martin KOUDENOUKPO,16.0,success,Audios/XlMOlDFvGRE.mp3,True,15359302,ok
UuEBiEsCQkY,https://www.youtube.com/watch?v=UuEBiEsCQkY,Le Journal en FON - Eden TV – 11 Avril 2025 par Gildas HONFO,13.32,success,Audios/UuEBiEsCQkY.mp3,True,12777986,ok
